timestamp,call_volume,put_volume,cp_ratio,cp_ratio_ma5
2024-11-18 05:00:00+00:00,0.0,0.0,,
2024-12-02 05:00:00+00:00,0.0,0.0,,
2024-12-16 05:00:00+00:00,0.0,8.0,0.0,
2024-12-30 05:00:00+00:00,0.0,0.0,,
2025-01-13 05:00:00+00:00,4.0,6.0,0.6666666666666666,
2025-01-27 05:00:00+00:00,10.0,20.0,0.5,
2025-02-10 05:00:00+00:00,935.0,0.0,,
