timestamp,total_volume,elevated_volume,threshold_used
2025-02-22 05:00:00+00:00,64412.0,False,2.5
2025-03-08 05:00:00+00:00,44775.0,False,2.5
2025-03-22 04:00:00+00:00,130395.0,False,2.5
2025-04-05 04:00:00+00:00,114262.0,False,2.5
2025-04-19 04:00:00+00:00,69556.0,False,2.5
2025-05-03 04:00:00+00:00,77081.0,False,2.5
