timestamp,call_volume,put_volume,cp_ratio,cp_ratio_ma5
2024-03-18 04:00:00+00:00,25282.0,1656.0,15.266908212560386,
2024-04-01 04:00:00+00:00,4230.0,2188.0,1.93327239488117,
2024-04-15 04:00:00+00:00,2236.0,2388.0,0.9363484087102177,
2024-04-29 04:00:00+00:00,5990.0,3322.0,1.8031306441902468,
2024-05-13 04:00:00+00:00,3456.0,4278.0,0.8078541374474053,4.149502759557885
2024-05-27 04:00:00+00:00,3260.0,2762.0,1.1803041274438812,1.3321819425345844
2024-06-10 04:00:00+00:00,34068.0,22372.0,1.5227963525835866,1.2500867340750674
